DDCTransactionId7DEB03204A423D60E5AF8EA18E4699F7_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.27-00.33.20, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=2.606969ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
DDCTransactionId35D982C0424A9B1710691CAF8BB0A6B1_0, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___AFD2E7B6C000DBB57C3C2251719C132A8B58702E, StartTime=2015.10.27-00.33.21, HierarchicalDDC, DataSize=6591 bytes, Retrieved=true, Duration=0.074606ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
DDCTransactionIdC9BE651F4BA052EC8660B38D07DB9818_0, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__FBBDD204E59CC3E3C9749161169905E65779DA9A, StartTime=2015.10.27-00.33.21, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.050530ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
DDCTransactionId35D982C0424A9B1710691CAF8BB0A6B1_1, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___018F4075D3397499A38D84DACDCE819C495D7211, StartTime=2015.10.27-00.33.21, HierarchicalDDC, Duration=0.019737ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
DDCTransactionIdC9BE651F4BA052EC8660B38D07DB9818_1, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__A862D430A5BD3851806098886F46A0DB4C02712D, StartTime=2015.10.27-00.33.21, HierarchicalDDC, Duration=0.035133ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
DDCTransactionId35D982C0424A9B1710691CAF8BB0A6B1_2, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_565E0359430950FA252A118AF8521636___1978717988CE205C32B2214CC1D518693DF7C4D6, StartTime=2015.10.27-00.33.21, HierarchicalDDC, Duration=0.034738ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
DDCTransactionIdC9BE651F4BA052EC8660B38D07DB9818_2, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__5D8E67CBA0F04E790BD64833DFE9997DDB1D33F0, StartTime=2015.10.27-00.33.21, HierarchicalDDC, Duration=0.017371ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
DDCTransactionIdC9BE651F4BA052EC8660B38D07DB9818_3, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FDD461EC4EDF5F99C659709B7A42E__D3B9066E064FF8485C582FA787D958A7AE111964, StartTime=2015.10.27-00.33.21, HierarchicalDDC, Duration=0.017766ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
DDCTransactionId4C49C12F4ADA109B0BD7F0B875C04837_0, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C45F0F7D439FAD52041B1EBC5A8A1__FC5A29F424836F67547AB1BC14246603821353B4, StartTime=2015.10.27-00.33.21, HierarchicalDDC, DataSize=1186 bytes, Retrieved=true, Duration=0.074610ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
DDCTransactionIdC9BE651F4BA052EC8660B38D07DB9818_4, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__BC764A2C9EE4304B0C67B21817404693E1F7E028, StartTime=2015.10.27-00.33.21, HierarchicalDDC, DataSize=3559 bytes, Retrieved=true, Duration=0.056054ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
DDCTransactionId35D982C0424A9B1710691CAF8BB0A6B1_3, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__CA89507B8D820F4BC2690ECA204279B9555C9728, StartTime=2015.10.27-00.33.21, HierarchicalDDC, DataSize=4452 bytes, Retrieved=true, Duration=0.045791ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
DDCTransactionIdC9BE651F4BA052EC8660B38D07DB9818_5, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_15564967414184874DBCB89C44D5959C__9D39F803524611E06A149C72524AD5B16F591378, StartTime=2015.10.27-00.33.21, HierarchicalDDC, Duration=0.015002ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
DDCTransactionId35D982C0424A9B1710691CAF8BB0A6B1_4, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__4CE82FE331674843D9D63FF6A48098076A341066, StartTime=2015.10.27-00.33.21, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
DDCTransactionId35D982C0424A9B1710691CAF8BB0A6B1_5, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__E2E37627513408BF1569A25F4D84185B4CD2360C, StartTime=2015.10.27-00.33.21, HierarchicalDDC, Duration=0.011843ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
DDCTransactionId35D982C0424A9B1710691CAF8BB0A6B1_6, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__075E02065A5353E35623093DF43D23E005525A14, StartTime=2015.10.27-00.33.21, HierarchicalDDC, Duration=0.019737ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
DDCTransactionId35D982C0424A9B1710691CAF8BB0A6B1_7, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_B21C1AFF42ACD5ADC8C382B3A090A__757395CD4BEBCAA3704D2DFD62AF92D69A63345C, StartTime=2015.10.27-00.33.21, HierarchicalDDC, Duration=0.018161ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
DDCTransactionId7DEB03204A423D60E5AF8EA18E4699F7_1, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufD223CF75__23E99E83774251E57C2B3F99B833103F99DBF08E, StartTime=2015.10.27-00.33.21, HierarchicalDDC, DataSize=3312989 bytes, Retrieved=true, Duration=6.826919ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
DDCTransactionId7DEB03204A423D60E5AF8EA18E4699F7_2, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufCE894242__C0118808F184FFB83D79AD9AB11575B821F7BE15, StartTime=2015.10.27-00.33.21, HierarchicalDDC, DataSize=94560 bytes, Retrieved=true, Duration=0.361595ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
DDCTransactionId7DEB03204A423D60E5AF8EA18E4699F7_3, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufD9DB04D0__8C735E221A869B92BEE039699E78B506A39A8D22, StartTime=2015.10.27-00.33.21, HierarchicalDDC, DataSize=45844 bytes, Retrieved=true, Duration=0.039082ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
DDCTransactionId7DEB03204A423D60E5AF8EA18E4699F7_4, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufDAB81C28__16747BAB7773CD8447CFE1E2C4A42C3675E8564A, StartTime=2015.10.27-00.33.21, HierarchicalDDC, DataSize=43977 bytes, Retrieved=true, Duration=0.041056ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
DDCTransactionId7DEB03204A423D60E5AF8EA18E4699F7_5, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufED9A9085__A5F2BF274BCBD6757D2C7D5213D6917ACF545A9A, StartTime=2015.10.27-00.33.21, HierarchicalDDC, DataSize=50964 bytes, Retrieved=true, Duration=0.075400ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
DDCTransactionId7DEB03204A423D60E5AF8EA18E4699F7_6, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufED9A9085__E6DF9CE0EE9717D8B71B071B783390509E9F2721, StartTime=2015.10.27-00.33.21, HierarchicalDDC, DataSize=46674 bytes, Retrieved=true, Duration=0.121586ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
DDCTransactionId7DEB03204A423D60E5AF8EA18E4699F7_7, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBufED9A9085__6CDBC5D52F47BF08934D4F01FCC716E20F6A094B, StartTime=2015.10.27-00.33.21, HierarchicalDDC, DataSize=27401 bytes, Retrieved=true, Duration=0.052109ms, RunGuid=RunIDF2D9B53D4EF22C003E91BDA16B680421
